invoiceNumber,organizationId,invoiceId,customerId,accountId,exchangeRate,dueDate,PaymentTermsCode,distributionChanel,totalAmount,totalAmountBase,totalTax,totalTaxBase,transactionCurrencyId,invoiceDate,postingDate,correctedInvoiceId,correctionDate,salesChannel 
745,358,859,261,948,81,2018/05/13,6,Refridgeration,79,79,79,9,813,2016/01/16,2017/08/28,6,0,90dce5fe-6ce7-43f7-9274-f2c19c128a8d
934,210,329,669,123,46,2018/03/15,6,Plumber,48,48,48,42,80,2017/03/13,2018/07/05,6,1,a9576efe-93d5-47c3-b5bb-b6fba870721e
656,513,794,283,238,26,2018/02/28,1,Refridgeration,98,98,98,1,724,2017/12/15,2015/04/26,1,1,7d12077d-ae81-4b0f-8d16-a773691b4311
811,749,493,170,497,78,2017/05/06,4,Millwright,55,55,55,39,221,2018/02/01,2016/11/06,4,0,e9c15ac9-28a8-4e58-944b-ce0e80ce3002
417,574,681,189,457,75,2017/03/04,8,Plasterers,93,93,93,44,445,2016/05/19,2018/04/25,8,1,325954d4-d21d-43bc-b69c-bbb18118e3b3
922,381,855,191,195,7,2016/05/20,6,Millwright,50,50,50,26,719,2015/02/08,2017/01/20,6,1,9d4d1952-8788-4972-bcd2-b172a4f47799
781,28,956,996,812,16,2016/03/20,1,Pipelayer,11,11,11,43,454,2017/04/17,2016/08/28,1,1,5bc05730-fcb9-4c43-9754-e239d99201a1
241,984,944,168,676,68,2017/02/17,8,Millwright,53,53,53,50,975,2016/07/21,2016/04/07,8,1,d21ae6ed-b053-4e5f-bfb7-4ed72e1ec293
686,169,389,894,86,22,2017/08/05,8,HVAC,28,28,28,43,459,2016/06/09,2015/06/28,8,0,a8be2e95-7e94-43fa-a813-9ad0bdccf8a5
233,925,34,106,920,17,2018/07/30,4,Electrician,97,97,97,5,554,2017/11/01,2015/03/22,4,1,902e7d36-2cab-48d6-918c-6f3225a6c885
217,896,900,818,224,41,2016/04/19,6,Linemen,14,14,14,26,653,2017/03/31,2017/01/20,6,0,5df3ec0c-7581-414a-8242-d64638c28b22
309,386,201,405,522,74,2016/02/03,2,Sheet Metal Worker,84,84,84,24,719,2017/12/05,2018/05/28,2,1,411122be-4337-4e63-bcc4-9816bb2b522b
493,998,324,484,898,46,2017/05/15,3,HVAC,78,78,78,2,117,2015/06/27,2017/10/05,3,0,c11fc727-9bff-42db-957e-33842b7c272e
468,895,835,569,892,31,2018/01/09,5,Welder,89,89,89,46,753,2015/04/08,2016/07/12,5,0,72757e9d-413a-47e5-bcb6-1b38ef8d64c2
505,719,682,106,851,10,2016/09/27,7,Ironworker,67,67,67,1,38,2017/08/03,2017/06/16,7,1,d3241210-228d-42cf-86e7-da193584eca4
866,333,546,110,831,88,2018/02/15,0,Pipelayer,3,3,3,29,253,2017/07/20,2017/02/10,0,0,1b0a1129-87e8-476d-8ad1-d2cef3a5c7cf
932,279,228,850,30,64,2016/05/08,4,Ironworker,75,75,75,13,809,2018/05/16,2017/03/24,4,1,e36ce519-fc73-4deb-8ee2-bfd3b5da7132
803,239,319,92,94,69,2018/05/10,8,Laborer,42,42,42,45,25,2016/05/17,2017/10/28,8,1,14a235d4-994d-43f4-8e27-9bd8bb4a6432
98,342,880,285,387,99,2018/09/30,3,Equipment Operator,51,51,51,40,839,2015/05/16,2017/08/15,3,1,0beea5a6-7c9c-41e9-b15a-81a96e9d44c6
250,336,775,693,40,68,2017/09/21,2,Refridgeration,2,2,2,22,324,2015/04/08,2015/02/08,2,1,372f6bee-f9c5-458e-adb0-d38cc76c27e2
992,705,803,470,101,35,2017/02/11,3,Stucco Mason,82,82,82,14,506,2017/01/09,2015/05/28,3,1,319d9682-99e3-4929-8dcd-764626309697
472,686,547,635,959,86,2018/12/07,0,Tile Setter,77,77,77,7,188,2018/07/23,2018/05/12,0,0,b788bfdf-939d-4386-a5a0-c14388ca665f
101,669,840,713,861,2,2017/03/09,2,Brickmason,45,45,45,10,236,2018/02/23,2016/05/07,2,1,a9caf390-04b5-4cf1-a60a-ed27447f7b09
317,846,928,265,634,50,2018/11/01,7,Laborer,4,4,4,45,872,2018/02/08,2018/05/31,7,0,5f1792a5-882e-47bb-8922-de8fe03c6c74
100,498,709,737,635,94,2017/08/12,2,Cement Mason,70,70,70,3,741,2016/02/28,2017/11/22,2,1,7fbe2f9b-1b6d-4a7b-ae6e-ad8351f4e2b0
494,453,208,504,957,43,2017/07/23,5,Landscaper,75,75,75,39,418,2018/06/22,2015/11/27,5,0,e1338c77-77e7-4e7f-8385-f4272c4ff370
520,29,217,859,273,67,2018/09/18,0,Cement Mason,77,77,77,50,795,2015/03/21,2015/06/03,0,0,d196f243-8657-430d-8542-837918450f51
977,904,933,634,339,47,2017/01/10,3,Refridgeration,92,92,92,34,687,2015/06/18,2015/01/05,3,0,d5c97327-8af2-48c3-bd0c-dddf23363a0d
14,658,723,551,221,49,2017/01/16,3,Waterproofer,6,6,6,15,770,2015/09/05,2016/05/06,3,0,86e3f1e8-ff69-421b-bda6-e3c348637fb0
245,57,429,477,273,87,2016/12/05,3,Plumber,34,34,34,44,68,2016/01/18,2016/03/04,3,0,d3e6b8a0-d781-43d6-832a-6b4f1eb4135a
208,608,122,696,525,52,2017/11/13,4,Ironworker,36,36,36,31,585,2017/01/11,2017/03/28,4,1,7a72101c-d603-48a3-8a17-020ec99a50fe
470,615,161,965,272,21,2016/02/14,7,Terrazzo,41,41,41,34,359,2017/07/28,2018/02/17,7,0,2958fe0c-eb7d-4557-9408-b3f69545a581
483,776,424,868,868,25,2018/03/11,4,Cement Mason,58,58,58,23,327,2018/09/01,2015/05/08,4,0,4121ccc1-7fdf-4e69-9434-6270d9929ebf
96,676,869,664,63,77,2017/07/04,0,Cement Mason,88,88,88,25,418,2015/11/12,2018/07/05,0,0,aff9a4d0-a9c5-4feb-9baf-a8ec408d5dab
657,48,645,905,790,32,2017/12/25,9,HVAC,20,20,20,11,86,2015/02/09,2016/09/01,9,0,2e65db39-35c9-4113-a3b4-9957375ab05c
548,815,840,754,779,64,2018/02/25,7,Terrazzo,86,86,86,2,545,2015/10/14,2018/02/14,7,1,5cf71fa0-2db6-4537-9c65-d4c6b28a4cb2
835,767,736,412,596,27,2016/07/18,9,Cement Mason,21,21,21,24,335,2016/05/15,2016/11/28,9,0,32515912-8f36-49d4-b862-40fd199cfc22
269,848,759,724,115,70,2018/07/23,4,Laborer,17,17,17,48,311,2015/11/13,2017/09/22,4,0,2103fd23-4fc2-4516-ac71-e30537d852d9
844,478,905,507,393,47,2017/09/24,7,Carpenter,7,7,7,24,256,2016/05/15,2018/03/24,7,0,35be9ac9-e949-443c-8bc1-bb5f5942b9b8
121,522,598,881,479,77,2018/11/22,6,Boilermaker,91,91,91,41,716,2016/10/24,2015/08/29,6,0,415c4866-6e7c-41f4-af4c-c91d0fa03e8c
628,301,660,80,316,59,2017/12/09,7,Stucco Mason,45,45,45,44,312,2018/08/03,2015/03/18,7,0,31df349b-f19e-43c0-ac9b-596339646df0
806,962,876,38,342,25,2018/05/15,1,Carpenter,7,7,7,20,441,2015/03/17,2015/11/16,1,0,4c760d37-9488-45c1-9327-3a259b177b0f
754,435,384,529,7,97,2017/12/23,2,Painter,86,86,86,49,256,2016/11/04,2017/12/11,2,0,05821f07-cf3d-4c1e-a426-cd065b675af2
30,802,423,757,126,86,2018/07/27,5,Pipelayer,36,36,36,25,243,2018/08/17,2018/02/27,5,1,8f4db996-8fbd-49cf-adfc-09acd39e8b36
34,783,843,782,992,54,2017/05/05,4,Landscaper,40,40,40,39,87,2017/08/21,2016/10/20,4,0,ca1defce-01b3-4a00-b3ff-db7edd091a9b
938,553,249,401,434,38,2016/04/29,8,Boilermaker,96,96,96,7,610,2016/01/09,2015/09/23,8,1,98cd79a2-3be9-430c-a217-2fd79835e13e
441,144,283,49,657,99,2016/02/08,0,Plumber,94,94,94,45,870,2015/01/31,2018/05/29,0,1,1058f5f5-8bd9-4955-9d1b-c823a722199b
668,870,504,860,491,73,2016/09/28,2,Refridgeration,87,87,87,34,314,2015/10/15,2015/05/21,2,0,8361660b-8608-460c-8801-5ba515beccf5
360,965,334,816,609,18,2018/05/31,9,Safety Officer,66,66,66,34,46,2016/02/18,2017/08/19,9,1,b6324608-1ec9-404b-b456-96de36cdb64c
827,342,373,328,178,26,2018/02/14,8,Laborer,99,99,99,28,69,2016/08/06,2017/04/21,8,1,19d5ba80-b0fd-4262-9d34-0a64e16df080
33,860,922,62,780,61,2017/09/28,9,Ironworker,99,99,99,48,356,2016/02/29,2015/10/09,9,0,e93281f6-21b0-48cf-9ec4-e4508f918e50
458,60,943,475,32,84,2016/09/21,8,HVAC,57,57,57,35,642,2016/12/13,2017/03/16,8,0,e7161ba7-3728-4de7-9ace-5d6b3633a0e5
159,334,243,621,883,50,2018/07/04,4,Tile Setter,24,24,24,13,399,2017/08/10,2018/08/16,4,1,d65b8a39-3073-437f-9c28-7f03f076c7a9
823,1000,313,909,12,74,2016/01/26,2,Landscaper,53,53,53,41,712,2016/01/01,2015/12/05,2,1,4ae18241-9069-4fff-a3af-e23af7e45ab9
624,316,818,843,475,20,2017/04/21,8,Cement Mason,20,20,20,12,972,2016/09/01,2015/08/13,8,0,d35f4a87-a194-4d00-a382-d23e86932c25
425,799,734,257,91,11,2017/01/04,6,Equipment Operator,1,1,1,33,520,2018/08/06,2016/06/13,6,1,c66fafbb-5c10-4d40-a16b-c538947e8740
23,241,922,958,786,48,2016/09/10,8,Refridgeration,23,23,23,18,808,2017/01/04,2018/04/23,8,0,44a58921-df0b-4995-a5bd-6473563e7544
258,605,400,665,902,92,2018/11/02,3,Equipment Operator,100,100,100,12,877,2018/06/17,2015/11/30,3,0,d267ac1d-4765-45e3-bbcb-9a2d57ea06ef
951,771,249,504,641,50,2017/05/16,9,Linemen,21,21,21,2,297,2018/04/18,2017/03/03,9,1,3edf4df0-1d8d-4416-91d6-99d9f201b0b3
421,77,782,37,104,96,2017/12/12,3,Refridgeration,96,96,96,45,187,2017/11/10,2016/09/25,3,0,3bc16645-e19a-4415-825d-cf48d0016815
770,148,521,741,583,16,2016/05/06,9,Plasterers,66,66,66,3,258,2017/10/10,2018/04/30,9,0,bbf3e356-0e6a-44b5-adcd-7d3f464f9814
652,759,392,336,735,17,2018/12/23,9,Concrete Finisher,60,60,60,25,545,2018/06/01,2016/06/12,9,1,2a03d4ad-34ea-42da-9d03-801198891612
411,275,636,268,480,98,2017/02/14,5,Waterproofer,59,59,59,22,22,2016/09/05,2016/05/25,5,1,27ff2107-7a80-413e-8be3-4738104c8a52
430,701,588,62,470,99,2016/04/29,9,Welder,18,18,18,20,433,2018/04/14,2018/01/16,9,1,30a33d79-704f-44a2-a982-c6130d3c79fa
839,402,689,359,986,12,2016/03/03,4,Painter,17,17,17,17,792,2015/10/25,2015/03/20,4,0,cfc73171-cb08-46fb-b007-d58e4b9fd98e
591,192,260,340,560,59,2018/04/06,9,Landscaper,78,78,78,48,318,2016/02/29,2015/11/18,9,0,4a5ec6bf-413d-4749-8672-24e7a1424493
460,292,212,402,885,92,2017/09/23,8,Plasterers,37,37,37,34,910,2016/02/03,2016/06/05,8,1,c8b6de56-77f5-4c14-943b-31fb76082f17
810,599,84,979,343,33,2017/09/26,1,Electrician,100,100,100,23,438,2018/05/15,2017/10/08,1,1,bce2de78-f817-4c77-a302-351853a1937a
837,584,598,201,246,16,2017/11/20,8,Millwright,23,23,23,29,971,2017/05/27,2018/05/15,8,1,129548d9-929d-4eab-b886-02a1bc74d5f7
163,896,545,589,257,87,2018/02/25,1,Pipefitter,22,22,22,8,758,2017/10/31,2016/11/12,1,1,991a243b-736c-49cc-a76e-f72acc1908c0
565,434,822,823,129,93,2016/03/17,5,Cement Mason,29,29,29,21,230,2016/02/10,2016/11/28,5,0,c621f59b-628f-4a38-8cf0-e1d6dc11a7cb
633,762,154,756,522,95,2017/02/15,1,Electrician,82,82,82,39,507,2018/06/04,2017/10/05,1,0,2d8b53c7-2143-48ae-aae9-029478fa6912
838,302,34,346,527,55,2017/01/05,0,Pipelayer,45,45,45,6,907,2017/06/30,2017/02/16,0,1,51e33cf5-6a62-4873-bdcd-e5d745ad2ddc
725,58,349,353,215,19,2018/09/18,3,Cement Mason,30,30,30,40,853,2017/05/23,2015/11/04,3,1,23023a63-d025-44f1-ae09-fc527581e37b
345,8,994,835,977,68,2018/12/02,0,Ironworker,44,44,44,49,818,2018/01/09,2016/05/20,0,0,c0807407-5b8d-46bc-85e9-14018332d22c
92,40,135,419,808,22,2017/04/08,3,Boilermaker,13,13,13,16,815,2018/06/19,2015/03/06,3,1,209fe720-2ad8-4c06-b54b-79f6047c6c07
442,115,286,606,733,40,2017/02/27,4,Welder,64,64,64,6,568,2017/07/17,2018/05/03,4,0,818013e8-a459-49a0-ad30-546ead560e48
107,742,161,84,928,13,2016/01/19,1,Glazier,11,11,11,33,461,2015/09/23,2017/10/09,1,0,8b624b26-ef04-4dce-8f11-3c8375c2a5ca
412,169,229,648,720,84,2016/09/17,5,Cement Mason,71,71,71,49,178,2015/08/03,2017/04/11,5,0,68a64edb-a51e-4044-ad18-38141617c3c9
688,950,718,168,335,94,2018/10/30,0,Refridgeration,74,74,74,16,818,2015/11/11,2015/06/03,0,0,1ddf0b5b-2e04-455e-98c2-96d088d7ed6b
448,558,141,911,568,60,2017/04/05,5,Millwright,22,22,22,29,82,2017/09/26,2016/05/08,5,1,5d49c8fb-f3b8-4286-849d-ef9794e8dd33
213,180,790,248,758,50,2016/10/06,8,Concrete Finisher,19,19,19,28,955,2015/10/29,2015/08/21,8,1,3da9336e-337e-43f9-b8e6-e77d3d1d3bf5
898,942,408,249,872,24,2016/06/28,6,Safety Officer,4,4,4,50,203,2018/06/21,2018/05/16,6,1,1ef8a119-1721-4d08-a392-58271be33d05
52,196,231,374,367,94,2017/04/08,1,Welder,76,76,76,12,605,2018/02/09,2016/03/02,1,0,328846ea-427a-42e6-b7b0-9dd83f2db77c
615,345,638,428,870,39,2016/05/02,2,Concrete Finisher,18,18,18,39,320,2015/06/14,2017/03/16,2,0,0556077b-99c3-4de6-aca4-0e11cfe278f8
301,886,30,906,535,78,2017/04/13,0,Painter,58,58,58,32,327,2015/11/19,2018/04/09,0,0,5cd7e8a3-665d-45e2-8b32-5120e018e1bf
752,98,163,788,215,27,2017/07/31,4,Laborer,4,4,4,21,807,2016/01/10,2016/04/21,4,0,d4000e99-3d63-4c64-9931-f290274be09f
727,224,205,479,475,11,2018/08/27,3,Plumber,64,64,64,15,561,2017/12/25,2018/04/20,3,0,95a4bf50-772c-4dd4-875f-d502352207b8
532,105,415,676,633,81,2017/01/12,6,Waterproofer,77,77,77,17,312,2015/06/03,2017/08/07,6,0,277cf3bb-dd87-4633-8774-c463c1520432
454,898,759,140,929,31,2018/10/06,0,Linemen,47,47,47,49,745,2017/10/13,2016/10/21,0,1,88188f3a-b00d-4c86-9ab6-e2e4e3e89104
752,702,896,431,965,98,2018/05/16,3,HVAC,28,28,28,12,527,2015/02/08,2017/02/26,3,0,08195f17-69ad-4cc7-9e82-b9845d7854e6
38,167,895,894,539,96,2018/05/10,8,Ironworker,45,45,45,38,979,2018/06/13,2017/12/10,8,0,645e2114-af01-402a-b84e-f6f15abb02ac
77,316,729,543,974,11,2017/11/09,5,Sheet Metal Worker,61,61,61,21,791,2018/06/04,2016/07/06,5,1,6eb2cb6e-d909-4960-bab8-baadaf64aaca
633,64,558,269,913,49,2017/01/28,3,Pipefitter,72,72,72,39,954,2016/04/11,2017/10/13,3,1,72838ae3-37ad-4044-8ffc-c59a2ae5f886
171,846,244,915,445,50,2017/01/27,3,Terrazzo,75,75,75,29,629,2017/03/10,2017/09/10,3,1,1e5f9b25-4e65-4533-9cbc-38477a17accd
433,341,353,772,292,68,2018/05/13,9,Plumber,17,17,17,49,404,2015/09/15,2018/09/10,9,1,151b43a4-e36e-4a70-970e-e6945a4a6bfb
655,220,323,71,924,22,2018/04/13,9,Landscaper,94,94,94,30,994,2016/04/09,2018/08/25,9,1,c1c5d504-7f15-4083-bd32-eb58023c31bf
200,614,341,101,863,53,2017/03/05,2,Landscaper,17,17,17,30,281,2016/04/13,2015/05/08,2,0,0b28b988-04fe-4766-a037-b5a0eb29419b
98,403,844,563,86,36,2016/08/01,1,Carpenter,2,2,2,45,111,2017/03/10,2018/01/04,1,1,9757373e-f470-4e04-af89-fc4241e81c14
525,67,235,505,864,13,2017/01/09,4,HVAC,48,48,48,26,541,2016/08/19,2016/12/02,4,0,dc8e4eeb-ac81-4a24-b8a5-ef9046dabae4
571,904,31,74,352,97,2018/09/07,2,Electrician,86,86,86,26,950,2015/07/26,2016/07/12,2,1,12f7494e-a5a3-41e0-b660-cd1ae6fd61b3
595,528,255,8,338,64,2016/01/09,3,Concrete Finisher,4,4,4,18,16,2017/03/14,2016/05/22,3,0,40919db9-6f61-4512-abb0-f2ea3d4a9538
222,13,397,130,46,7,2018/01/31,3,Carpenter,56,56,56,40,147,2016/09/20,2016/04/01,3,0,cba084c7-f9e8-4f83-a4e2-749b3ca90941
588,251,3,651,977,56,2016/04/20,9,Cement Mason,61,61,61,2,8,2016/01/07,2015/07/08,9,0,fbd2ea22-1844-4ffc-897f-f22be8e6582e
218,500,190,502,931,25,2016/01/19,7,Plasterers,34,34,34,10,852,2017/05/21,2018/08/23,7,1,053fd69b-f4bd-498e-b54e-7ee92e52acf2
804,927,348,104,707,74,2017/05/30,7,Millwright,74,74,74,7,825,2016/04/01,2018/01/27,7,0,4bfeef05-7d6b-4128-9f7c-7b1d3463a9d0
499,985,605,881,914,40,2017/07/28,4,Brickmason,94,94,94,28,307,2017/07/10,2018/09/11,4,0,cd71e39b-a652-4eea-acf8-cf698547a94b
540,489,157,18,741,45,2016/10/06,8,Carpenter,86,86,86,10,630,2015/09/01,2016/11/16,8,1,e07a7da9-5b54-4459-ab78-a3fbe6004687
346,642,979,772,611,64,2016/09/24,6,Brickmason,67,67,67,4,981,2018/05/13,2015/10/13,6,0,2c19def5-3144-4b05-9c45-7606a76fc456
680,69,860,676,389,95,2018/07/12,5,Concrete Finisher,88,88,88,34,142,2017/03/12,2016/04/03,5,0,4c6eec88-2e64-4681-94a1-00320586d998
563,410,585,751,499,60,2016/02/04,6,Laborer,46,46,46,34,875,2015/11/23,2016/01/16,6,1,148ec15d-615b-4a80-a405-4407ef618fe4
237,387,796,152,416,83,2016/12/05,3,Stucco Mason,50,50,50,37,125,2015/07/01,2017/07/23,3,0,c4e83487-fce6-43a8-8444-a21642fc3c6b
190,60,588,274,383,50,2017/08/02,8,Electrician,68,68,68,17,121,2015/03/15,2016/10/04,8,0,ea463262-0462-46ff-b360-2c8a60455802
536,451,595,353,309,74,2018/11/13,4,Linemen,62,62,62,36,491,2017/08/22,2015/09/29,4,0,9cf96916-7e11-4747-92fc-b3fde3dcb5d5
684,38,501,459,359,30,2018/08/31,6,Laborer,37,37,37,5,107,2016/02/03,2018/03/31,6,0,a2ebb2a9-9a98-4379-806c-367146b22c53
160,866,376,610,370,9,2018/08/11,1,Plasterers,32,32,32,16,11,2017/11/05,2018/02/13,1,1,2deb1ef6-e582-4565-91c3-6be0b6e60761
513,223,705,714,583,84,2016/09/29,1,Pipefitter,61,61,61,10,77,2018/05/31,2017/05/31,1,1,2eeb07d4-a3a6-4865-8a37-85554b5efc56
730,110,728,127,239,42,2016/06/14,5,Equipment Operator,22,22,22,3,74,2016/03/23,2015/05/07,5,0,3859f719-0583-44a9-a78b-c8ffd6f2f791
355,975,122,164,93,76,2017/03/20,3,HVAC,72,72,72,5,142,2016/12/20,2015/11/03,3,1,e77d4c8f-cead-4188-bfb2-7c8b84ca7dad
964,499,47,329,967,59,2016/05/11,7,Terrazzo,83,83,83,10,569,2017/04/15,2015/10/09,7,1,873d5709-0287-4448-9517-dcd79553f898
945,313,528,358,730,23,2016/12/18,4,Stucco Mason,88,88,88,2,133,2018/01/13,2017/06/18,4,0,3df62f55-fb28-4c2e-b074-1b4a0c4fdc4e
147,313,66,153,47,9,2017/04/17,9,Pipelayer,18,18,18,22,736,2017/03/30,2016/07/27,9,0,a633fdd7-dd69-415d-ae95-643bc0a5bbec
323,493,51,103,872,28,2016/08/07,5,Boilermaker,53,53,53,2,715,2015/03/26,2016/06/19,5,1,8ec2d834-d9c9-4be4-944a-59510f1a9aa0
904,93,778,976,596,86,2018/05/01,7,Tile Setter,5,5,5,11,794,2017/03/03,2018/06/18,7,1,38bb93dc-337a-41c4-a360-d135e06e1969
885,295,633,412,451,13,2017/05/12,5,Linemen,66,66,66,12,681,2018/08/16,2018/07/16,5,1,c77b4889-f470-4e43-91bc-b0afeec4f1c8
784,119,848,29,655,86,2016/11/24,6,Sheet Metal Worker,99,99,99,42,333,2017/07/29,2017/02/02,6,0,31de22da-49d3-404c-91a3-23f9d125db5d
667,960,900,575,297,42,2017/07/18,7,Equipment Operator,90,90,90,27,96,2017/03/27,2016/01/22,7,1,69a8a50a-0009-4010-8f54-49dcdc5180d3
256,211,792,787,442,77,2017/07/04,3,Plasterers,71,71,71,12,824,2015/07/23,2016/09/13,3,1,561ad918-8f62-41d3-8e57-2303dc4fe7f9
764,222,319,895,288,35,2018/12/16,5,Pipefitter,59,59,59,1,64,2015/12/12,2018/05/24,5,0,e50160b1-4d32-4b75-938f-92183dacb263
657,682,616,497,967,58,2017/07/03,0,Glazier,79,79,79,40,750,2018/01/09,2016/06/30,0,1,b1a5fceb-e955-4544-a4bc-e9dd7414254a
837,742,575,1,763,76,2017/04/10,7,Glazier,42,42,42,31,566,2016/10/12,2017/04/22,7,1,156145f1-0984-44f5-bec5-d3923716a66d
870,321,547,523,584,12,2016/01/20,9,Plumber,28,28,28,4,354,2017/04/13,2016/04/15,9,1,41a175c6-5129-4845-9369-401687653ce8
161,98,959,756,178,84,2016/07/29,3,Pipefitter,44,44,44,15,470,2015/05/13,2016/08/10,3,1,709122b6-6695-45e7-a013-428ddb364ce0
923,669,666,902,146,96,2018/05/22,6,Tile Setter,35,35,35,10,863,2017/12/14,2017/04/29,6,0,37be5965-559b-4788-a3e4-e19d5eb0de58
251,241,706,717,901,90,2018/03/25,2,HVAC,54,54,54,6,423,2018/01/19,2015/05/29,2,0,3b9b2ca2-da60-4572-b9f7-51f111204692
425,767,730,429,788,75,2016/12/21,0,Linemen,89,89,89,7,832,2016/01/10,2017/12/24,0,0,846ac059-4e89-4a60-b7d9-24a7df10fecb
683,522,524,248,217,29,2018/10/15,0,Equipment Operator,15,15,15,41,445,2016/08/23,2016/03/21,0,0,60114fbd-905f-4043-93ac-861ffd85703c
616,161,503,181,417,79,2016/07/28,8,Welder,97,97,97,37,103,2015/06/19,2017/02/05,8,1,38a6f03e-047b-48db-ae7a-83abe76704e4
484,296,877,4,262,81,2017/06/11,0,Brickmason,9,9,9,24,303,2016/09/20,2016/10/22,0,0,8b79375a-d8ef-4e4b-ae84-1248b4886baa
673,839,549,303,741,47,2017/12/21,1,Painter,4,4,4,50,734,2018/03/24,2017/08/08,1,1,692faf5b-00b8-4ed0-8d3d-d642fd036b07
757,708,651,99,822,35,2017/03/14,2,Sheet Metal Worker,73,73,73,21,508,2017/01/16,2018/02/19,2,0,8a6c84f5-a484-4842-94a3-d75220d49352
209,144,45,676,849,97,2018/08/20,7,Carpenter,29,29,29,46,334,2016/12/11,2015/09/29,7,0,db86e4bf-10c6-40fc-8d45-2280d1a27a11
862,108,180,838,517,12,2017/08/01,1,Stucco Mason,25,25,25,34,322,2018/03/23,2017/11/05,1,1,4cddbf38-e94a-4cb8-b8ee-95e6eaf4c0fc
551,635,454,468,340,72,2017/02/24,7,Linemen,51,51,51,9,265,2015/04/29,2015/10/26,7,0,c2b4cc12-e1a9-4343-ab11-63dab28b1c9d
250,489,957,218,154,81,2016/01/01,5,Refridgeration,54,54,54,30,257,2016/06/15,2017/08/05,5,1,065b40b4-ad30-490d-a0bc-d9dc7fd5e540
504,553,989,50,135,96,2017/11/20,0,Ironworker,24,24,24,2,489,2017/11/30,2018/03/14,0,0,b9018156-3e68-4f28-9ca0-1d2c52784ff6
153,447,62,331,423,41,2018/03/12,4,HVAC,37,37,37,49,367,2017/11/24,2015/12/11,4,1,42b73674-b468-4dba-a2d7-69bc030fec1b
371,251,421,739,2,67,2018/01/15,0,Stucco Mason,87,87,87,14,761,2017/11/10,2018/01/29,0,1,91847d89-86d9-478c-a6b5-145750882de2
494,990,591,885,690,61,2018/09/11,5,Carpenter,92,92,92,24,845,2017/03/15,2017/04/08,5,1,d27bf44a-b3e5-4009-b580-7450f0112202
615,506,270,340,603,21,2016/07/29,6,Carpenter,56,56,56,23,667,2016/08/12,2015/06/18,6,0,79496c36-8e5e-4e95-bb22-cf7a60e4b0c6
36,504,783,269,844,95,2018/01/05,5,Waterproofer,43,43,43,22,397,2017/03/23,2017/03/23,5,1,e8e9406d-c391-41c5-95c8-cdc6ee742248
313,486,482,640,946,32,2016/04/04,6,Brickmason,96,96,96,24,2,2016/09/09,2017/02/26,6,0,038374d3-6e67-42e6-ac83-59e40b81db2a
540,908,936,832,281,10,2017/04/27,4,Electrician,64,64,64,20,813,2016/04/07,2015/05/17,4,0,7b4737be-75eb-4ab1-b5ba-0ee830faecf7
39,148,367,552,326,96,2016/11/25,6,Stucco Mason,50,50,50,29,294,2018/09/06,2015/10/04,6,0,82bff057-0c03-49a2-95e9-e72d88f1e3ac
371,720,194,6,844,18,2017/12/13,5,Equipment Operator,75,75,75,19,76,2017/01/07,2015/11/04,5,0,0236d514-3540-4b70-8274-7531ffbd010f
406,263,936,263,13,48,2018/07/24,4,Ironworker,41,41,41,46,605,2017/11/09,2015/02/25,4,0,2fc9301e-8c83-4be2-9667-64d8b5fd0e3f
372,877,459,763,466,25,2016/02/16,3,Plumber,76,76,76,10,174,2016/12/10,2015/06/06,3,0,734a5e00-b3f7-4b1e-84bc-25f4f897dec7
86,375,227,16,279,51,2018/09/27,8,Brickmason,83,83,83,3,55,2016/11/13,2018/04/30,8,1,dfe08b96-7950-483a-98f8-8ef050d96ffd
986,373,119,262,248,6,2017/01/01,1,Boilermaker,38,38,38,17,167,2017/07/15,2016/04/25,1,0,fa1eea4b-4be4-4b7a-8a40-04c24916a29a
510,28,241,345,812,22,2016/06/28,4,Glazier,99,99,99,29,924,2018/07/06,2015/01/03,4,0,9c45eb0c-b71c-47fa-99eb-aed38551c4d7
734,622,866,17,872,67,2017/04/24,8,Concrete Finisher,27,27,27,6,378,2016/11/19,2016/08/29,8,0,a6da4faa-3dbc-4ffe-9401-bf9e7b5057da
809,946,555,545,44,54,2017/07/05,7,Waterproofer,70,70,70,41,664,2016/08/12,2018/09/09,7,0,36b79d49-a6c1-4f34-90f2-2b22b324e300
368,194,671,225,417,67,2017/07/25,8,Plasterers,19,19,19,49,396,2015/06/12,2017/05/15,8,1,8c2dd3e8-2f09-40f9-be46-2f238407d71e
256,736,4,886,30,61,2016/03/20,1,Terrazzo,43,43,43,8,14,2017/09/09,2017/02/11,1,1,59dcf8df-5c45-48c7-a2e2-41ad2a03bac1
854,968,429,526,746,3,2016/10/29,7,Ironworker,17,17,17,21,281,2018/01/09,2017/09/12,7,0,12e5e7db-9ad5-45b6-9ca1-a0bf950d451c
951,734,583,956,319,33,2016/12/21,4,Safety Officer,98,98,98,3,972,2017/07/14,2015/09/10,4,1,416f14ac-0ebf-496d-a774-96558bd9f57d
260,825,185,424,655,38,2018/07/11,3,Millwright,40,40,40,38,242,2017/10/26,2015/04/09,3,1,ad1e69e6-f780-4a77-b503-8135fe96f14a
159,671,505,749,366,63,2017/04/14,8,Pipefitter,87,87,87,47,66,2018/07/06,2017/10/21,8,1,6601631a-cafd-4f7b-a255-e6b6a76a97cd
