invoiceDetailId,baseAmount,baseAmountBase,description,invoiceId,lineItemNumber,productId,quantity,uoMid,SalesOrderId,SalesOrderDetailId,pricePerUnit,pricePerUnitBase,tax,taxBase
275,39,37,Spastic hemiplegia affecting right dominant side,180,343097,503,86,Lush Life,9169,1093,$3921.89,$290.13,$49.13,$10.91
940,8,38,"Legal intervnt w injury by tear gas, bystand injured, init",910,429095,407,23,Bubble,3359,9425,$2493.66,$31.31,$27.07,$16.83
888,67,1,"Sprain of posterior cruciate ligament of unsp knee, init",969,242005,544,27,Gold Diggers: The Secret of Bear Mountain,3013,6608,$1222.90,$252.87,$42.22,$9.40
271,4,31,"Neuromuscular scoliosis, cervicothoracic region",369,276303,852,21,Superdad,8017,9319,$2923.44,$246.98,$40.62,$2.00
835,39,29,"Legal intervnt w unsp explosv, law enforc offl injured, subs",901,226354,937,67,Tell It to the Marines,6547,1428,$1332.28,$981.62,$27.84,$6.90
632,1,46,War operations involving unspecified explosion and fragments,725,241455,799,24,Blind Justice (Hævnens nat),8384,1690,$3975.99,$172.74,$36.97,$20.44
933,31,19,Other arenaviral hemorrhagic fevers,436,111014,512,60,Standing in the Shadows of Motown,1399,3297,$4439.66,$838.36,$42.00,$24.12
862,83,28,"Activity, BASE jumping",607,252065,775,93,"Rare Breed, The",7685,5726,$1632.23,$341.82,$37.86,$15.23
875,53,47,"Other specified injuries of left lower leg, sequela",699,425276,416,94,"Snows of Kilimanjaro, The",5609,9519,$3421.02,$487.81,$25.02,$7.83
775,22,41,"Poisoning by antirheumatics, NEC, accidental, subs",311,141741,261,58,Cleopatra,6986,10682,$3777.92,$943.40,$47.24,$2.12
830,95,45,"Primary optic atrophy, left eye",808,114764,297,41,Exam,3107,10699,$3743.02,$973.66,$46.87,$20.46
676,63,32,"Unsp injury of deep palmar arch of right hand, sequela",108,488123,886,73,"Trespasser, The",4314,9128,$4533.59,$818.94,$47.39,$5.93
278,35,23,Oligohydramnios,155,411867,452,65,"Girl from Jones Beach, The",3874,6985,$4139.32,$447.78,$37.46,$3.69
254,34,17,"Underdosing of appetite depressants, initial encounter",682,497386,971,8,Operation Dumbo Drop,3865,4103,$3334.57,$672.10,$36.22,$10.74
395,86,33,Activities involving other cardiorespiratory exercise,352,374224,18,17,"Map For Saturday, A",8349,3332,$1872.92,$92.58,$33.33,$20.69
702,78,1,"Aggressive periodontitis, generalized, slight",597,105682,590,31,Money as Debt,9195,10048,$4948.12,$108.62,$35.65,$16.59
947,71,4,"Torus fracture of upper end of left humerus, init",275,332244,750,76,"I, Monster",4073,7744,$3915.37,$182.33,$37.67,$23.67
353,68,43,"Bennett's fracture, right hand, subs for fx w malunion",13,440240,355,46,"Brute, The (Bruto, El)",2177,10391,$4184.63,$299.45,$26.79,$9.16
143,37,41,"Disp fx of shaft of 1st MC bone, l hand, 7thK",442,353291,470,33,Movie 43,5831,2542,$1738.18,$173.46,$33.76,$17.88
652,62,50,"Displaced osteochondral fracture of right patella, init",388,374397,836,27,Angels with Dirty Faces,4685,1643,$1850.00,$136.44,$29.17,$6.52
349,41,6,"Abscess of bursa, right wrist",641,481004,865,64,"Moral Tales, Filmic Issues",9824,1152,$3512.60,$732.34,$25.38,$4.94
447,56,31,"Poisoning by inhaled anesthetics, accidental (unintentional)",310,227390,371,16,Mixed Nuts,10372,5938,$1830.27,$950.04,$27.38,$16.16
652,94,17,Partial traumatic transphalangeal amputation of r mid finger,198,194260,596,66,"Lair of the White Worm, The",8604,10461,$4849.92,$865.84,$25.00,$15.63
272,59,19,"Occup of pk-up/van inj pk-up truck, pk-up/van nontraf, sqla",174,107980,924,44,Stalin,3437,10359,$2274.48,$604.55,$29.01,$5.50
307,36,30,"Displaced segmental fx shaft of humerus, right arm, sequela",741,359360,202,81,Mothra (Mosura),6340,1841,$2482.22,$611.63,$29.77,$3.81
177,97,11,"Supervision of young multigravida, unspecified trimester",688,283411,95,56,"Magnificent Yankee, The",5103,2798,$3823.52,$358.22,$41.72,$16.50
941,84,47,"Oth disp fx of sixth cervcal vert, subs for fx w delay heal",182,166906,488,10,Shadows of a Hot Summer (Stíny horkého léta),7902,3068,$1853.64,$127.62,$41.53,$22.80
53,44,3,Open wound of left buttock,915,226795,742,15,Mamitas,6628,2356,$4286.60,$757.98,$49.12,$20.12
478,60,31,"Crush betw unsp wtrcrft and oth wtrcrft/obj d/t clsn, init",402,338812,610,39,Toughguy,6333,9947,$3528.18,$318.73,$27.34,$17.23
685,89,30,"Dvtrcli of intestine, part unsp, w perforation and abscess",661,182472,66,55,Shaolin Temple (Shao Lin si),1251,9060,$1049.97,$632.81,$48.35,$17.83
229,21,49,"Disp fx of unsp tibial spin, 7thH",922,369971,741,44,Mesrine: Killer Instinct (L'instinct de mort),7967,10678,$2055.30,$341.38,$39.84,$19.22
188,63,37,"Puncture wound w/o foreign body of right forearm, sequela",75,361999,716,55,Nickelodeon,2946,4954,$4185.83,$536.39,$37.89,$3.83
104,55,6,"War op w acc deton onboard marine weapons, civilian, sequela",250,148455,985,68,Three Kingdoms: Resurrection of the Dragon (Saam gwok dzi gin lung se gap),6431,2449,$2330.47,$515.95,$33.90,$11.51
619,9,12,Dislocation of other parts of right shoulder girdle,341,382002,370,52,Born American,8699,4196,$1756.29,$692.58,$40.56,$23.76
67,18,17,Rheumatoid myopathy with rheumatoid arthritis of left hip,15,388539,954,85,Jail Bait,4373,3884,$1944.36,$463.72,$44.57,$6.92
114,43,49,Crushing injury of hip,68,144616,777,19,Who's Your Daddy?,9909,2698,$1353.09,$290.25,$44.51,$5.76
888,32,46,"Puncture wound with foreign body, right hip",928,125731,685,72,Across the Universe,10489,9716,$4731.79,$344.46,$48.50,$14.17
623,50,6,"Contact with combine harvester, sequela",116,294157,550,91,Trans,7096,5883,$2272.15,$446.88,$34.34,$9.57
424,34,42,"War operations involving oth conventional warfare, milt",761,392666,768,84,Billy Jack Goes to Washington,9334,5787,$2202.86,$497.44,$43.87,$13.16
199,68,36,"Glaucoma secondary to eye inflam, left eye, moderate stage",786,366268,436,64,"Awful Dr. Orlof, The (Gritos en la Noche)",9262,6154,$1955.03,$946.84,$31.64,$6.76
760,45,46,"Inj cutan sensory nerve at shldr/up arm, right arm, subs",353,207718,713,36,Eve of Destruction,2493,5437,$4791.12,$335.81,$28.12,$24.79
977,34,16,Endosseous dental implant failure,945,208995,309,51,Feast II: Sloppy Seconds,8878,3304,$1165.29,$915.47,$28.23,$19.57
591,77,41,"Drown due to oth powered watercraft overturning, init",634,488349,590,20,"Unknown, The (a.k.a. Alonzo the Armless)",5464,6579,$4497.81,$384.78,$36.72,$22.21
113,73,2,Sltr-haris Type II physeal fx lower end of unsp femur,139,254223,699,13,Jesus of Montreal (Jésus de Montréal),7113,3783,$3846.98,$154.78,$25.33,$20.88
763,9,9,"Recurrent acute iridocyclitis, left eye",982,439990,311,32,Min så kallade pappa,3942,2205,$1909.33,$215.42,$40.08,$21.97
499,94,29,"Poisoning by stimulant laxatives, assault, subs encntr",197,160363,697,13,Blood and Chocolate,3665,4342,$2878.54,$305.28,$41.48,$16.64
742,87,15,"Oth fx head/neck of unsp femr, 7thJ",605,345694,399,72,Holocaust,2260,4498,$3078.48,$780.38,$42.74,$24.09
821,8,37,"Adult T-cell lymphoma/leukemia (HTLV-1-assoc), in relapse",747,484945,622,72,Alaska: Silence & Solitude,3698,5414,$1497.91,$477.90,$26.81,$12.66
827,22,35,Contact with nonvenomous toads,814,472033,447,7,Bill & Ted's Excellent Adventure,5445,5296,$3194.19,$110.65,$47.12,$9.31
60,38,18,"Nondisp unsp condyle fx low end r femr, 7thJ",744,115884,328,22,"Rapture, The",2286,6064,$2818.23,$779.90,$40.86,$10.12
705,34,13,"Subluxation of MCP joint of left index finger, subs",358,181463,707,37,Partners,3210,1669,$1559.72,$896.97,$39.89,$9.07
19,50,50,"Other subluxation of unspecified foot, initial encounter",202,301828,748,11,Short Time,7873,3398,$2790.15,$290.01,$49.38,$7.96
627,49,23,Neuroma of amputation stump,932,467552,735,14,Salvador,1400,7312,$2937.78,$190.49,$48.49,$18.29
808,16,33,"Path fx in neopltc disease, r hand, subs for fx w malunion",676,464626,817,32,"Great Lie, The",6044,10564,$1827.11,$473.43,$29.01,$5.49
147,82,9,"Traum hemor l cereb w LOC >24 hr w/o ret consc w surv, init",160,231113,391,26,Daughter of Dr. Jeckyll,5034,3214,$4111.07,$314.01,$36.05,$23.58
542,14,4,"Inj extn/abdr musc/fasc/tend of l thm at forarm lv, sequela",942,244593,276,74,Open Your Eyes (Abre los ojos),7508,10849,$1242.88,$279.97,$39.96,$23.48
706,7,34,"Poisoning by pyrazolone derivatives, self-harm, subs",895,105754,810,25,"Marathon Family, The (Maratonci Trce Pocasni Krug)",9310,8730,$1534.03,$327.18,$38.49,$14.53
591,19,1,"Displaced spiral fracture of shaft of right tibia, sequela",63,266256,714,12,Sweet Dreams,2344,8900,$2681.91,$269.27,$47.70,$15.78
587,1,5,"Poisoning by unsp systemic antibiotic, self-harm, subs",919,192872,997,89,Wild Boys of the Road,10965,6100,$4453.39,$529.74,$30.33,$4.43
426,48,12,"Minor laceration of abdominal aorta, initial encounter",661,205528,640,75,Tucker & Dale vs Evil,7672,3515,$2968.03,$576.99,$40.31,$14.33
941,96,25,"Poisn by oth antieplptc and sed-hypntc drugs, assault, init",323,394776,199,66,Crocodile Dundee,6015,5189,$4829.67,$328.31,$29.10,$12.76
346,81,19,"Poisoning by oral contraceptives, assault, initial encounter",787,402128,320,35,Russell Peters: The Green Card Tour - Live from the O2 Arena,5181,5906,$4318.62,$26.07,$33.45,$5.94
471,22,16,Industrial and construction area as place,893,465597,423,71,Charlie's Angels,9623,5629,$2584.62,$140.39,$39.82,$18.39
637,25,41,"Glaucoma sec to oth eye disord, r eye, indeterminate stage",764,149251,532,92,Sydney (Hard Eight),4522,3849,$3783.16,$739.78,$49.73,$10.82
581,58,46,"Nondisplaced unsp fracture of right lesser toe(s), sequela",535,153005,350,72,Stakeout on Dope Street,1111,7083,$2039.47,$299.92,$47.85,$3.22
151,23,48,"Path fx in neopltc dis, unsp femur, subs for fx w nonunion",325,346272,497,1,"Intruder, The (L'intrus)",3387,3169,$2698.26,$571.37,$36.77,$1.60
262,4,29,"Unsp Zone III fracture of sacrum, subs for fx w nonunion",343,464462,321,43,"Phantom of the Opera, The",4693,1460,$4478.61,$627.86,$25.32,$19.95
985,77,15,"Displ spiral fx shaft of l tibia, 7thP",804,334623,285,38,Double Jeopardy,8490,3770,$4557.78,$23.21,$48.18,$8.93
758,83,4,"Toxic effect of cadmium and its compounds, assault",297,428206,87,76,"Killing Room, The",8290,9656,$1406.75,$953.73,$49.63,$14.73
337,69,5,Cluster headaches and oth trigeminal autonm cephalgias (TAC),708,343681,409,73,Jonah: A VeggieTales Movie,9989,2266,$4046.33,$185.27,$47.16,$16.60
758,29,19,"Osteochondropathy, unspecified, left upper arm",967,394359,936,3,Pearls of the Deep (Perlicky na dne),1703,9823,$3429.11,$461.42,$42.52,$11.62
961,1,49,"Congenital dislocation of hip, unilateral",976,202832,569,66,"Day Lincoln Was Shot, The",2898,1384,$4097.95,$25.33,$32.53,$11.84
825,98,44,"Nondisp avuls fx tuberosity of l calcaneus, 7thG",160,180755,928,94,"Eagle, The",4542,9832,$2572.30,$326.58,$31.93,$22.63
452,42,32,"Milt op involving oth conventl warfare, civilian, sequela",110,294321,946,41,"Blue Max, The",10463,6667,$4651.43,$477.79,$41.75,$22.63
181,48,5,"Myopathy of extraocular muscles, unspecified orbit",139,198223,648,96,The Blue Room,10217,1167,$2964.08,$770.09,$31.28,$6.82
161,49,2,Onchocerciasis,795,381998,448,80,Czech Dream (Ceský sen),10873,4592,$2963.99,$549.10,$42.23,$15.34
99,44,3,"Other specified injuries of right thigh, sequela",237,424002,558,60,Miraculum,5799,1193,$4765.66,$671.44,$30.15,$19.46
271,88,47,"Path fx in neopltc disease, l tibia, subs for fx w nonunion",648,300108,651,13,Greaser's Palace,10225,5007,$3052.23,$902.93,$47.93,$12.25
614,77,43,"Other blood donor, other blood",977,184193,208,66,Chelsea Walls,9895,9451,$2958.62,$75.17,$47.38,$14.45
155,46,39,"Complete physeal arrest, right distal humerus",807,375288,227,96,Cannonball Run II,3287,9057,$3185.42,$348.58,$27.88,$13.80
265,32,23,"Oth fracture of unsp femur, subs for clos fx w routn heal",595,380365,814,65,Richie Rich,4919,5567,$4214.66,$947.94,$45.20,$10.74
873,96,19,"Maxillary fracture, left side, 7thK",700,368930,992,28,Thank God It's Friday,6943,4021,$3312.32,$950.01,$49.75,$10.51
562,69,43,"Displaced transcondy fx unsp humerus, init for opn fx",169,274546,367,65,She's All That,6191,9950,$3211.22,$74.85,$45.47,$22.34
62,28,3,"Nondisp transverse fx shaft of r femr, 7thG",94,153959,903,76,"Blood of Heroes, The (Salute of the Jugger, The)",9330,8097,$2588.25,$586.38,$31.60,$24.59
659,23,42,Other nonspecific lymphadenitis,200,257102,357,82,Rise of the Guardians,5567,6375,$2017.47,$274.30,$38.71,$6.37
778,38,21,Leakage of other vascular grafts,754,461852,889,98,Tommy,8130,8982,$1046.12,$39.43,$41.10,$16.25
481,56,1,"Drown due to oth accident to passenger ship, sequela",795,290724,416,59,Spirit Trap,3076,6119,$3999.99,$500.04,$31.81,$16.16
302,97,22,"Nondisp oblique fx shaft of r ulna, 7thC",38,406408,997,98,"Stratton Story, The",3869,8514,$2026.67,$754.82,$37.51,$11.83
499,70,14,"Poisoning by antineoplastic and immunosup drugs, self-harm",692,334133,247,9,Forgive Me,3433,4875,$2971.01,$53.09,$35.12,$21.60
523,83,18,"Laceration of ascending [right] colon, subsequent encounter",919,247687,35,20,Aliens in the Attic,4721,4512,$3586.77,$530.44,$41.59,$20.62
246,9,48,"Nondisp seg fx shaft of r femr, 7thJ",507,102830,969,2,Genealogies of a Crime (Généalogies d'un crime),4999,2493,$3127.52,$709.17,$29.29,$18.63
541,65,26,"Unsp pedl cyclst injured in collision w oth mv in traf, init",923,188351,922,65,"Cabinet of Dr. Caligari, The (Cabinet des Dr. Caligari., Das)",10979,10200,$3429.66,$87.63,$30.77,$24.33
799,10,4,"Displ oblique fx shaft of unsp ulna, 7thC",885,216813,283,28,Margaret,8219,2203,$1306.09,$912.98,$34.53,$18.72
309,7,35,Athscl nonaut bio bypass of the right leg w ulcer of calf,315,111383,836,11,Made in Dagenham,7726,10810,$3030.35,$154.12,$43.27,$22.65
697,99,16,Other superficial injuries of foot,53,352990,499,1,Assa,8549,9762,$4714.60,$179.96,$33.07,$14.91
91,64,10,"I/I react d/t implnt elec nstim of spinal cord, lead",163,454844,982,4,Praise,7517,9144,$2989.26,$897.93,$42.40,$24.98
494,89,35,Salmonella meningitis,680,275494,492,96,Tuck Everlasting,4505,8397,$2877.94,$911.56,$31.89,$17.51
313,65,15,Legal intervention involving other blunt objects,601,197127,281,97,"Last American Hero, The",2180,1476,$4538.83,$622.44,$40.19,$10.50
204,16,47,"Displ oblique fx shaft of unsp femr, 7thP",162,324700,141,6,The Missing,8197,3207,$3302.61,$442.11,$46.99,$2.18
62,96,19,"Complete traumatic amp of right hand at wrist level, subs",47,156144,595,53,Kauwboy,8937,7207,$4789.95,$182.73,$33.72,$23.55
577,91,14,Crushing injury of shoulder and upper arm,68,332125,209,51,1492: Conquest of Paradise,4863,2273,$3544.82,$682.14,$35.60,$23.70
323,95,4,"Other secondary chronic gout, unspecified elbow, with tophus",425,112134,633,12,Hoodwinked!,7148,1677,$3599.73,$909.91,$29.76,$3.52
860,80,8,"Unsp opn wnd abd wall, right lower q w/o penet perit cav",7,381011,843,28,Knight Without Armor,5751,8058,$2482.43,$835.79,$27.76,$24.13
218,51,6,"Epidur hemor w LOC w death due to oth causes bf consc, sqla",505,346924,878,40,Anna Madelina (Ngon na ma dak lin na),5922,2969,$2645.77,$551.34,$36.94,$8.15
890,9,5,"Insect bite (nonvenomous) of unsp part of head, sequela",731,365645,148,64,Ruby,6824,9038,$4041.83,$755.77,$48.80,$5.34
898,12,38,"Strain of musc/fasc/tend long hd bicep, right arm, subs",839,255409,417,95,Agatha Christie's 'Ten Little Indians' (Ten Little Indians) (And Then There Were None),1360,3531,$4977.10,$420.87,$33.76,$3.84
219,10,42,Varicos vn of r low extrem w ulc oth part of foot and inflam,861,401397,824,4,Lady Jane,1313,10128,$4219.65,$119.25,$28.90,$5.45
512,23,28,"Superficial foreign body of left upper arm, sequela",224,471011,499,36,Wild Tales,4044,1378,$4762.90,$169.93,$45.08,$1.15
865,2,8,"Injury of oculomotor nerve, right side",97,411640,218,94,Bad Lieutenant: Port of Call New Orleans,9810,5885,$3412.60,$775.32,$34.22,$22.18
310,29,8,"Inj extn musc/fasc/tend r little finger at wrs/hnd lv, sqla",40,384969,586,68,"Field in England, A",4220,5550,$1976.67,$177.08,$42.97,$5.61
778,30,46,Disorders of optic chiasm,230,474086,941,94,"Players, The (Les infidèles)",1457,4895,$4789.38,$536.83,$42.09,$3.59
850,45,13,Other specified diabetes mellitus with oral complications,204,424865,485,5,Pearl Jam: Immagine in Cornice - Live in Italy 2006,3585,2072,$1277.78,$893.07,$42.41,$6.43
125,60,22,"Fracture of coccyx, subs for fx w delay heal",158,137468,368,32,"Split, The",2051,10367,$1971.47,$439.63,$41.63,$5.33
813,41,40,Tetracyclines,917,222521,506,85,"Tale of Springtime, A (Conte de Printemps)",6877,1595,$1541.37,$986.58,$38.11,$4.01
58,64,8,"Unsp inj long flexor musc/fasc/tend thmb at wrs/hnd lv, sqla",847,357833,367,86,"Grand Amour, Le",6195,2796,$2775.62,$347.79,$30.74,$8.97
798,28,35,"Palindromic rheumatism, unspecified knee",305,189848,576,4,Painless (Insensibles) ,1260,10781,$4008.72,$390.38,$48.24,$3.75
742,81,36,"Thrombosis due to nervous system prosth dev/grft, subs",928,183030,347,26,Russell Peters: The Green Card Tour - Live from the O2 Arena,1959,3112,$2151.93,$384.62,$40.47,$14.80
170,2,16,"Milt op involving unsp effect of nuclear weapon, milt, subs",156,254485,16,68,Brewster's Millions,10665,8662,$2213.23,$305.98,$37.81,$15.18
880,8,48,"Villonodular synovitis (pigmented), knee",734,347065,910,74,Point and Shoot,4314,3367,$1174.97,$332.09,$37.68,$15.28
181,77,30,"Disp fx of base of third MC bone, right hand, sequela",893,144326,512,6,Malone,2735,8782,$4516.11,$366.23,$43.55,$18.18
33,10,10,"Mech compl of balloon (counterpulsation) device, sequela",390,288074,744,9,Up in Arms,2733,7738,$4256.46,$278.78,$28.15,$23.63
702,19,30,"Pathological fracture, unspecified site",975,292245,555,69,Skyline,10510,7534,$4573.23,$183.70,$47.47,$16.36
537,69,4,Unsp soft tissue disord related to use/pressure of shoulder,994,314326,436,87,"Enemy Below, The",3191,2401,$3121.89,$52.23,$32.15,$12.20
884,79,10,Unspecified physeal fracture of upper end of left femur,405,492328,580,12,Blood: The Last Vampire,8388,3356,$3200.46,$558.77,$30.49,$10.63
41,16,26,"Myositis ossificans traumatica, unspecified shoulder",855,300947,376,13,Supermarket Woman (Sûpâ no onna),5718,5391,$4014.35,$289.23,$38.12,$2.37
30,28,14,"External constriction of abdominal wall, initial encounter",660,248399,306,69,Steal This Movie!,2215,5744,$4174.48,$516.17,$39.20,$5.60
246,23,48,Food in trachea,895,274084,672,20,Zeus and Roxanne,9982,3623,$1660.03,$841.43,$47.64,$1.31
910,53,18,"Unequal limb length (acquired), ulna and radius",584,440764,335,87,Rosetta,7653,10447,$4695.48,$903.86,$44.10,$21.37
65,68,17,"Sprain of MTP joint of left lesser toe(s), subs",998,365984,870,70,"Crazies, The (a.k.a. Code Name: Trixie)",4340,9542,$1523.32,$942.92,$29.06,$18.44
236,52,12,"Nondisp longitud fx r patella, init for opn fx type 3A/B/C",479,295311,733,97,"Story of Louis Pasteur, The",5126,1341,$3688.67,$287.63,$37.23,$20.25
49,11,27,Defects in post-translational mod of lysosomal enzymes,496,203552,621,23,"Thousand Words, A",9729,4974,$4663.28,$390.03,$26.33,$18.06
361,3,21,Tick-borne relapsing fever,778,498512,627,24,Waterloo Bridge,4681,6660,$4686.66,$900.03,$36.39,$7.88
472,58,37,"Poisoning by antithrombotic drugs, undetermined",70,343046,437,47,"Sting, The",8233,1495,$3627.15,$878.22,$48.35,$2.08
255,86,36,"Nondisp comminuted fracture of shaft of left tibia, sequela",653,401761,375,20,Thunderbolt (Pik lik feng),1665,5846,$1513.80,$261.35,$48.68,$11.47
820,42,9,Encounter for surgical aftcr following surgery on the GU sys,421,176900,541,29,Beginning of an Unknown Era (Nachalo nevedomogo veka),8045,7027,$4404.17,$664.44,$40.64,$9.77
318,33,38,"Other specified osteochondropathies, unspecified shoulder",452,474498,710,12,First Kid,6193,3529,$2154.17,$542.88,$39.04,$15.02
695,36,20,Retained (old) magnetic foreign body in vitreous body,411,116917,851,34,"Very British Gangster, A",6522,6102,$3901.80,$848.70,$39.07,$1.46
48,57,1,"Complete traumatic transmetcrpl amp of left hand, init",890,323578,52,72,"Karate Kid, Part III, The",7341,10759,$4772.57,$573.47,$34.90,$21.39
532,12,38,"Traumatic rupture of unsp ligament of left wrist, subs",127,272005,939,84,Horton Hears a Who!,3818,7629,$4257.07,$701.30,$26.90,$23.47
526,47,33,Osteochondritis dissecans,290,379387,48,27,We Have a Pope (Habemus Papam),9357,3959,$4946.86,$799.09,$25.37,$22.66
611,67,23,"Air embolism fol infusion, tranfs and theraputc inject, subs",583,210166,467,56,"Perfect Family, The",6385,4760,$1248.80,$998.45,$49.62,$14.61
976,71,23,"Laceration of kidney, unspecified degree",487,239788,296,32,The Magnificent Gladiator,9942,6689,$3087.38,$523.08,$27.89,$8.27
597,46,44,"Passenger of special construct vehicle injured nontraf, subs",82,221345,295,1,"Long Gray Line, The",4539,6383,$3400.61,$74.64,$38.56,$17.23
210,19,27,"Nondisp fx of olecran pro w/o intartic extn r ulna, 7thG",710,380750,552,9,City Girl,6832,10918,$1145.20,$321.62,$38.93,$20.84
562,9,39,"Unspecified injury of bronchus, unspecified, subs encntr",727,177163,284,39,Watermarks,10421,4743,$2081.50,$866.76,$30.46,$17.36
345,61,28,Retained (old) fb following penetrating wound of orbit,752,232292,532,23,"Frightened City, The",10412,10826,$2702.62,$532.45,$49.46,$19.73
343,88,28,"Oth fracture of unsp acetabulum, subs for fx w routn heal",564,278559,612,14,Win/win,2625,4954,$3647.12,$662.80,$36.91,$7.08
958,52,21,Pnctr w foreign body of l little finger w damage to nail,308,157753,706,17,Modern Boy (Modeon boi),8836,8666,$2605.32,$663.51,$46.19,$5.89
652,55,8,Chronic venous hypertension (idiopathic) w/o complications,836,236343,912,61,Lost and Found,1630,3633,$3676.81,$146.43,$47.81,$4.83
953,86,45,"Burn of unspecified degree of unspecified ear, sequela",969,420363,335,53,Iron Will,8547,8343,$2188.94,$749.53,$41.69,$16.66
311,62,22,"Displaced avulsion fracture of left ischium, init for opn fx",216,272863,442,88,Heaven and Earth (Ten to Chi to),9514,9027,$1266.06,$190.04,$40.37,$15.04
569,8,18,"Poisoning by unspecified topical agent, assault, sequela",468,265691,999,74,Enid,2952,10972,$2041.43,$16.66,$44.87,$14.30
33,61,47,Injury of nerves and spinal cord at neck level,665,346323,133,67,Faces of Death 5,9606,10390,$4881.24,$609.74,$41.46,$22.70
242,57,17,Anaphylactic reaction due to food additives,341,464622,649,47,"Assault, The (L'assaut)",4061,1643,$2505.86,$383.12,$31.70,$15.50
166,37,43,"Cntct w & expsr to pediculosis, acariasis & oth infestations",647,142486,581,17,Resident Evil: Damnation,1360,8368,$1336.08,$612.51,$35.54,$1.24
807,19,13,Sprain of radiocarpal joint of left wrist,561,473827,607,7,Smokers Only (Vagón Fumador),8582,2951,$2034.19,$158.71,$25.35,$1.84
431,28,9,"Partial traumatic amputation at unsp shoulder joint, init",467,151710,737,77,"Thin Line Between Love and Hate, A",8429,3945,$2625.78,$16.77,$36.30,$17.29
224,37,10,"Pasngr in 3-whl mv inj in clsn w unsp mv in traf, sequela",951,363362,999,17,Before I Disappear,2600,7013,$2838.86,$3.16,$27.23,$18.92
906,29,22,Other superficial bite of shoulder,338,108010,867,23,Secret,9995,3142,$3828.07,$496.48,$30.64,$3.23
372,71,9,Gluteal tendinitis,690,232120,444,57,Perrier's Bounty,8441,9096,$1015.22,$260.79,$37.02,$17.22
936,49,3,"Disp fx of shaft of 1st MC bone, r hand, 7thD",410,378231,701,16,Mr. Destiny,1807,5588,$2948.19,$933.72,$40.56,$2.07
338,93,19,"Congenital absence of hand and finger, bilateral",178,148109,649,34,To Each His Own,7342,5980,$3328.23,$692.05,$33.87,$9.90
525,95,48,Adverse effect of antacids and anti-gastric-secretion drugs,296,133241,704,66,Retroactive,9610,4496,$3120.46,$771.15,$36.84,$23.61
147,43,47,Antihyperlipidemic and antiarteriosclerotic drugs,857,308008,491,18,Where the Wild Things Are,4284,8397,$4790.09,$653.60,$48.66,$16.84
130,74,23,Chronic viral hepatitis B with delta-agent,2,495704,886,15,Zatoichi and the Chess Expert (Zatôichi Jigoku tabi) (Zatôichi 12),2817,8186,$2055.08,$841.67,$25.63,$8.93
434,50,30,"Nondisp fx of lateral end r clavicle, subs for fx w nonunion",851,455611,936,27,Heidi Fleiss: Hollywood Madam,7235,1252,$3299.33,$734.39,$27.30,$18.65
817,44,4,"Adverse effect of vaccines and biolg substances, sequela",587,190460,253,48,The Great Gatsby,1241,3815,$3234.23,$474.24,$43.62,$18.28
382,64,37,"Pedestrian injured nontraf involving oth mv, sequela",73,262921,866,52,Ninja III: The Domination,5022,3946,$2614.89,$440.09,$42.61,$6.10
639,45,4,"Sltr-haris Type I physl fx upr end l fibula, 7thK",44,234798,337,89,"Intern, The",6076,8466,$4131.22,$258.07,$33.07,$23.19
896,94,40,"Lacerat unsp musc/fasc/tend at thigh level, unsp thigh, init",472,306078,92,23,Resistance,3128,4932,$1215.13,$363.21,$47.78,$3.63
217,21,18,"Displ seg fx shaft of l fibula, 7thQ",984,203473,938,76,"Chorus Line, A",8872,5130,$4915.29,$980.30,$43.57,$24.75
553,64,45,"Hypertrophy of bone, left tibia",778,448156,144,14,Shark Attack,4727,2025,$1398.34,$358.19,$36.56,$19.02
500,58,40,"Displ spiral fx shaft of unsp fibula, 7thP",441,472409,214,57,Ciao Bella,1695,2493,$4497.60,$716.46,$26.27,$12.62
620,56,50,"Pnctr w fb of low back and pelv w/o penet retroperiton, init",719,362164,593,10,Welcome to Collinwood,5442,8099,$1957.76,$335.92,$26.73,$4.38
183,27,2,Reactive perforating collagenosis,41,106717,660,74,"Myriad of Lights (Lights of Ten Thousand Homes, The) (Wanjia denghuo)",6765,2792,$3612.90,$4.45,$49.19,$14.94
432,15,48,"Inj extensor musc/fasc/tend r idx fngr at wrs/hnd lv, subs",799,297160,793,30,"Color of Pomegranates, The (Sayat Nova)",10725,6763,$3331.33,$54.06,$47.00,$1.52
850,5,4,"Nondisp fx of shaft of MC bone, subs for fx w delay heal",390,499606,556,4,"Betrayal, The (Nerakhoon)",4094,3504,$4218.14,$285.90,$41.64,$1.78
885,2,22,"Nondisp suprcndl fx w/o intrcndl extn low end unsp femr,7thJ",83,265987,29,100,Kambakkht Ishq (Incredible Love),3716,1297,$3493.73,$895.22,$33.53,$21.77
649,24,28,"Disease of capillaries, unspecified",755,401657,27,83,"Grass Is Greener, The",2133,10281,$3243.37,$737.34,$42.35,$23.72
44,66,31,Oth malig neoplasm skin/ left ear and external auric canal,936,449785,144,6,I Drink Your Blood,2387,1897,$3305.68,$166.79,$32.22,$23.06
93,30,47,"Milt op involving explosion of depth-charge, milt",210,285453,978,32,Reaching for the Moon,9003,2111,$1918.40,$420.44,$33.63,$19.25
